Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
gAAAAABkUtGLcK9sw1XNlVDyHCL1yT7h584ajoekv_mHcdrpd7BQKjgwQphVPUEzRW-dj40xoO0HxCHtOOpvE4x87ApJe4KkEg==,gAAAAABkUtGLcUoQIsBnI8YPTHm8urvRPyALrD_diUAw9-cVVD4zHrZkZN6K2iMj-Qq9Ie0SwA3G3JGH01kHvcuIz9jSfsJ-jA==,English writer and humorist,Male,United Kingdom,Artist,1952,2001,natural causes,49
gAAAAABkUtGLVVyjprSap8rMTK0RTGt9QiQKRZLoMMxNIsv1sPpJYDtD8za5wWYTkpT4VvthD5jQRlRW4uU3bTooQO8foP491A==,gAAAAABkUtGL4kSNjdwlzdLHUmLCjdpDbamyS2o_fXk6Pg0e41gh2fMkDBZlCXKUK_6a0oQBVRQndPhR4OJckWkCCctZ7pzqtA==,16th president of the United States (1809-1865),Male,United States of America,Politician,1809,1865,homicide,56
gAAAAABkUtGMLVtR_4AVLp9Dx6voDsn7jgWvaaPpXDIs1Dg3nYXuO17Z9FOtU2OXx4pylpbQ13vBgOSbzWJcM3lzLjm06TMung==,gAAAAABkUtGMApgZxmsbiHtTAfHX6-hav2jJzQn8SwmRL24zJ_YcQtxu-SagCJ4w56u8RRZ9tDKUzs8EdENwRlw8Zsk_T1eFmQ==,French impressionist painter (1840-1926),Male,France,Artist,1840,1926,natural causes,86
gAAAAABkUtGMniPSAKzgodlvoPc2gQYhuIpm305jRbEWnGl7U7tkY8usvUSnHq9Y2sxonI7hk-qSPf0ctGyi37jgk3vlc5sKyQ==,gAAAAABkUtGMZMOhfNFGHySAbVh4tgU43x0Xo4Ex-E7V6G92KSVNAzw2xX5ntYuWCbguPiT2g3S0Og0_W5I4eH4BIHTSRG5Cng==,American singer and actor (1935–1977),Male,United States of America,Artist,1935,1977,natural causes,42
gAAAAABkUtGMmr8RIdjTjgywhZiK7uacoHxyHu8d-7Np3wO2P0b3ZKpZ_OoSDtlnwrhD3oSDLvM-F6u3nUGMPBtAG22mRlc08w==,gAAAAABkUtGMtIBCxznBpIqzHSYHUNJKGyW_Md4dPxq1_ZPHEKSxRJsLIP7ThZzdhAjIR7jMlTnbUeFtDuf1p7v1Hj1sZD6xKQ==,"Austrian-born German politician, chancellor and Führer of Germany, leader of the Nazi Party (1889-1945)",Male,Nazi Germany; Austria-Hungary; Weimar Republic; Republic of German-Austria; First Republic of Austria,Statesperson,1889,1945,suicide,56
gAAAAABkUtGMXexp62gCzPvExOGQ6vrCeU3BKsTHONuJoMCBdxzIWky-y6V4PQhYAmoW59EdNy8Ke-34THGcmTiN_buK9TB3xg==,gAAAAABkUtGMqkmlWNJs95VOWxIE_2fgTNXFbJ3iUvmOdxifOCkNPpJfKqVrZA-dPvRncVFEd-NYy42ITghhGXED1vxQpfBjUBf6ra_-FsBiPhJC8eSQmQI=,"General, politician of Chile (1915-2006)",Male,Chile,Politician,1915,2006,natural causes,91
gAAAAABkUtGMrhUfVVJizLdgXlxfp8wYoLBFTV1hhMmPMG1vnx7UtGL-soLBMYw2EFEFkF1sd-i-BqzWl76QUiUt2FQftRMEig==,gAAAAABkUtGMGbKBeZHeQA5Uu4UXZr3r3_GV0VWW7Bu9_Z42Gb8TS2gPwHawp8DwKLDP5JdJeFA-Vyx1s1j4E0HAgd7HqTwCZQ==,"American pornographic actress, later anti-porn activist",Female,United States of America,Artist,1949,2002,accident,53
gAAAAABkUtGM_I7JKqQJcieEiDHZbhGsfQHNG_OaRyjzb6br6hU4Cy4mx0Xz7HpRYPXcLXzXgjBiO_tavlVmq_Kk-GbE9mo62Q==,gAAAAABkUtGMW8RNSZnMmu21bBVIKlqVaJkYOl6-hIMZoYeqxGzrPOxDt-igLVAxboY47bWOMVkFTuQCf3rhS55cZz6VVSfnCA==,"Jamaican singer, songwriter and musician",Male,Jamaica,Artist,1945,1981,natural causes,36
gAAAAABkUtGMkPNLkOxG5ANdee5rEwq33REetLeJjuDE9iidRZdis4gCMmXR_RqVz_DgHVlR8O4WmljoO7RpdilMXVwmLphgXw==,gAAAAABkUtGMUkJoRvKhQ0B4UOAmo7dQD9h7sAShbXVDGvGZHV2pdE6_WtY0ASouC_J31V89yLcLyruv5KTsXrnw8cMcVcUwYw==,"American astrophysicist, cosmologist, author and science educator",Male,United States of America,Researcher,1934,1996,natural causes,62
gAAAAABkUtGNhKnOgDA6f-bs3P3GCJ_nNeiyyQLYkdHbpfTtKXlIJAULVDnWQMjtptjBv4FjKMMgJhTDP0dWy1it4ZWwhJlofA==,gAAAAABkUtGN9S_GFw979pt0_d2dlwWzqhQf3AcgI5y_jfN8SFXqCt6PIYuctGX_hSrrPi1EyLRGTtnMwlvYFEPsGMZjFGiGKw4LucrxKsPhghwEegq-IhM=,28th president of Chile (1908–1973),Male,Chile,Politician,1908,1973,suicide,65
gAAAAABkUtGNq0lcpTJc2XPldZteeKH5v0m208Hvh9CVMaMw5Yqjwn-_jR-JmQAvaX8oH82_ynLWbdKdt4e4MT73dvqeQ4V_Gg==,gAAAAABkUtGNd9ZrmSOVqpa_vw_jjeEc6iXwO-yTjsXXkrLddY91pYv-tM4SjJEbqU0UXY5e7P3TXLS9zwWFFtzYPQMYGMcVaaUH2K4FaukK5emPpS4b4Jo=,French singer-songwriter and poet,Male,France,Artist,1921,1981,natural causes,60
gAAAAABkUtGNQApZTU9Kg6ceQ8RSDZEJqq2ovud3RC1RDVcxZulmAeJtFsLA2lW3aRYbVK23YnvI6JWg7PShYxOEyNqeoY7DIQ==,gAAAAABkUtGNgwzS0g8K0jAtagrKjIDmKhu-bbKP9x5s7MtRjfLkPthr8n2U2BXyJuDHLQ-vlSIEe6jCOBcjhfZ02HEKc2eAGMPh953fQxiK5INSKEtc2KE=,President of Chile (1911-1982),Male,Chile,Politician,1911,1982,homicide,71
gAAAAABkUtGNUemeUv2485YTt5Yt6tMJAwGJbDXOiIEicfZwBSjVWT_FtHL0v0Cinj8suhBEw2YkJr8POWQp2DIZHaBgMmvYNQ==,gAAAAABkUtGNrhGlqAIA4PqyJj93Jn79hw3I_wBmiIBnV1eoS_-5w_K4jXvlf8njLfvajI9Ng8AWhiFMDMDmA52_oaREcuKwrg==,"19th century French poet who influenced modern literature and arts, and prefigured surrealism",Male,France; French Third Republic; Second French Empire,Artist,1854,1891,natural causes,37
gAAAAABkUtGN6RI4TIAPzXb-blQxMNzA6jvjJ0DZa4waQlSwtdTm-akhF0twHSiW1YuubqiZszQGApdD2SrUtyisCPQFZmzUUQ==,gAAAAABkUtGNOpCPpntueBAcWJiOADZg5nGMv7QkIyUex4rCKrHUYgRetunRH09OQwFHHYXUcGSto6J8atwXMkcBEv36Ox_Y_TqgMQ8yc8-7wut-q1-pjHA=,"French poet, essayist and art critic (1821-1867)",Male,France,Artist,1821,1867,natural causes,46
gAAAAABkUtGN5XJHg4M7D4LAlW2Gr8n58WZD-ZyJG15uLo3FOwrNZoNo_9j784roQx-saQ9Noc6YCdQS0SBnfuTttsepNUey2w==,gAAAAABkUtGNp4rPcO-5Ni1mKxNQACLG6ALOOmU6OhMC3KHxzCcpNYdfSDaDA_ikcljndHp2LNdAYUTl-yS3cD-ZSGX-Wqyr3Q==,French writer,Male,France,Artist,1840,1902,accident,62
gAAAAABkUtGOLQt4LK5IVFvDODPu1s2E2AUxAWzO9xof6nUE7C7O6Z-7hI7hC9ZBL-ZOQjO4EBpa7HwJq9BnSE_O7J6cob93Ew==,gAAAAABkUtGOZcwcjH_Vwc9gtm28r3dSgyOWhkcdD1R_PFWVoA76WoEMlEkfENEpeiOhMViMLcmr6yYQ4NrRKUf6y6u9ntoRbxfZBlDhtObVWpjxZtWPdDw=,"Soviet singer, songwriter, poet and actor",Male,Soviet Union,Artist,1938,1980,natural causes,42
gAAAAABkUtGOwK-HmOci0axs1S9n4DkUifKArLwvnoNONQ59_TfOENhi8PX67br7iG2oGYvJt1yOwFPLrbWrCqVqx3yfipWYbA==,gAAAAABkUtGO9siE4utrV6hrNgmeBNywdKWy-rOonkKryABSCBFE8JABBImR4lMFU2Y582jCptM93r5B3r6L979l0r3FAxjafQ==,French chemist and microbiologist,Male,France,Researcher,1822,1895,natural causes,73
gAAAAABkUtGOvDkr7adjLHU7CgNf-YfQj61ZrGRVzocqhqYxxUmRJzqpUfp-gjWwHgzOmhzs0mv0wBV0VdZvI58EGHWYr_BjHw==,gAAAAABkUtGOmYQQCEHcVGA6bNXW0avUY5_rlWpJiXqAgVSjENxdjXZLtwak4f_HbnNr2Z3t2mylnpcB72S5O3_AEgcU2jg69Uj0xeW4jSIQtuRsCYGtdCw=,"Italian general, patriot and republican (1807-1882)",Male,French Third Republic; First French Empire; Riograndense Republic; Kingdom of Sardinia; Kingdom of Italy,Artist,1807,1882,natural causes,75
gAAAAABkUtGOtwKHH02HsOYiDhFtmcn8FdhRC1x--ZJks8xhLSrGI8MeF56wq6g5lz1AfczEeJebHdWvwtrEeCrwSCheqPk6Ug==,gAAAAABkUtGOzEPAbWMiETTr5R_k9H044mNNLceGnBItGP3d0TRIHJjD9V_4ChSCQqTh46I1ZdYviPAmOMX3VpvKoPeOu4KM0w==,French resistance fighter and civil servant,Male,France,Official; french resistance fighter,1899,1943,homicide,44
gAAAAABkUtGO_QU_JvOstRaDbytRhXeWlZOvfTs7nfD2-0F8U3UdDqGEtloOHcXbtSh0MvGV-NEPIML8fB1-Z1sVOYMJBp-ejA==,gAAAAABkUtGO57IzR4d_0EClFJM-gKR0Qdb_9jjQuz_sTGUisKGxyI-NX1ktP_JofOBYo3KcAdnxM28wYPA6XVNWlHSZ9XPRsA==,French poet,Male,France,Artist,1844,1896,natural causes,52
gAAAAABkUtGOPvgXkAHx-yPUQQOrMOs2ratYQPIfikuuQRWpmeyiSCaIvAem8PdMSoYfSsXGmRyZNXxQ6yfZDX17TNFPklSE2A==,gAAAAABkUtGOQXpCjrme_EzkYHF2zh737vuUAxHEGYFnaAphteUMjH8WuOBemV9Y9F4bq5tAzMMZi4C6gE-TOQBd0Ct4mEj-JYloT--fPk6AQp_ykPlp-18=,Chilean politician and President (1888-1946),Male,Chile,Politician,1888,1946,natural causes,58
gAAAAABkUtGOaDuCWyxT5fCTTeo7J-d8Nh0lhUoJp_9JRNQDRFmMDbuSfwaOgJeUjcP1ZSQXKt3cQihTFHt_q9bWiIHifYrGSw==,gAAAAABkUtGOItLg40JTOZU0VK4dkylVRpq8rhGLEDx7CFIySuouwD7_1DU1cI6z6Kq4VWginZOTKd9xbPgABTHdo7IHYTeeS91LtAL2qvrLjmQnR18uGMQ=,Russian author,Male,Soviet Union; Russian Empire,Artist,1891,1940,natural causes,49
gAAAAABkUtGPR0FzGj7tyiFvj5Zu5powLqYaTO9mh8Xs0OM-SKfVyyy-Fz5RGLlt53b8dd88RR7AgRi7CNgOAYivfnJFbg1JSw==,gAAAAABkUtGPGD6MaKsHEgOp7Ifo0vOzOVEujyDGC6pWtt336aWaqaxQCFpK9Av582WiJpdmHukYjHTavUrbwPDbWi1J54KoxqpSX2BZjgNEhyH0MoGiXwE=,Chilean politician and President (1879-1941),Male,Chile,Politician,1879,1941,natural causes,62
gAAAAABkUtGPEcM87RnYnXyhSpQb5lCrqRhtxp6n-wCJPjlTJsJs95TGYI0TWSWEBnrGqFxvvZ53d8-JY7ja-Px8IjJB0Ul_GA==,gAAAAABkUtGPp0C8-gYu_l6FYvd8mMCwxU-wr1O4Aez3KYP2QjlwMkaz2OiIqs5tvQ0vO3YZFC-5h5DhcV2dsb-kkSNGrL-NI4j3VvWibdhD55qpb1IP75o=,Chilean politician and President,Male,Chile,Politician,1868,1950,natural causes,82
gAAAAABkUtGPGopeqi7KRbqtaRxGoG5A8kB82yTmGMXLb19XqFtsjjC0RRhSUe83aD_GiouIPvcjO2IM1eBehvx4hSLUElDPsQ==,gAAAAABkUtGPIxAgg0JwWDserkMWUrOx4F4KRh1rAJ2lfXhdiw5UN0DFtSexUD5iw7LJ8EKBUjQtyQ_PaR4Ui-c8zKZKE_L2pg3XP80GYTlzT2RZ6KmIKUs=,"Soviet and Russian filmmaker, writer, film editor, film theorist, and theatre and opera director",Male,Soviet Union,Artist,1932,1986,natural causes,54
gAAAAABkUtGPf_ww-8GeJK9CE1ehPi6dDi4P3PmvpAhG7A6v4tCvxkDjacw3s6WY2eEA3WaLQw2B_0aOesvfEhZVUJyPdvl7CA==,gAAAAABkUtGPeEXwTjgCIe_2vTYPUKjmfSL_ogwx3_LBS98RHY4V6fg13jcWoatxeBKj9Ed98G-5FZtL0tAJZUm6F9BPEBl4KA==,"Soviet politician, general secretary of the Communist Party of the Soviet Union and premier of the Soviet Union (1878-1953)",Male,Soviet Union; Russian Empire; Russian Soviet Federative Socialist Republic,Politician,1879,1953,natural causes,74
gAAAAABkUtGPzkxD4vKddarUA7pmKFL5CQfVtJoy0iiS7ABf-iucr9sgqWG4tXn1-xvx_A9yiKgm5tqiOQhIW88IoToFZPLpVQ==,gAAAAABkUtGPOoQAM1AiO8ESu4KiviORsAo70jNtioFNFim49g79gq2uTfB6cWFGeFXJZp6H6u-F-onmPZEi-ROjc7ddEZEYEA==,Russian-American poet,Male,United States of America; Soviet Union,Artist,1940,1996,natural causes,56
gAAAAABkUtGPfK6gFVyaXnv9Z83FnpRwOefMfDgv0eRPHOyuZxz9hBXJC0xq9NwXsIFqwUBWoeluprUCoLO12slueCESSj-tug==,gAAAAABkUtGP-cN2PBuOjXi1ISS4KIxP2pLf_MJlbWqHdTqTkuILIyyG6RER9Io7OskpHs173JPXpn1S9Abcv-x2LPOVoSMcYg==,British comic actor and filmmaker (1889-1977),Male,United Kingdom,Artist,1889,1977,natural causes,88
gAAAAABkUtGPbANKGaFMe69WRmdZ28Ctj__hP3JiJpajMhdgPqLl_EAGcL8CzyejHZCSpIeSOW0-6Mbl_O7Dain1N1oON_sNLg==,gAAAAABkUtGPF6Lp66UDm2sSzVPkqG2h47k6UAIgzj5WIaxpeGdBovhGgYK_7tfAxfDegxKEpTRV3k7QBspOLpra21p4hFYA7cbU7qv-TNi-DR-VB2Ctht4=,"Polish politician, First Marshall and Prime Minister (1867-1935)",Male,Poland; Russian Empire; Second Polish Republic,Politician,1867,1935,natural causes,68
gAAAAABkUtGQu44JB8wxHRRrJXIZCuM7uk3UPQhuVK5EZYgxdG29WNq-MVqcX4F4SAkv6xLTVoK11aIDLf0vVA9luNxhX7J86A==,gAAAAABkUtGQKQGx-DyPWfgQrpCXU24xW7kIK8LxMI9IpqNfuRLPvx2CIhPgvM_y5uT7EjaIdxuWWsHezTuzjGxMqztmGTalAw==,Bohemian novelist and short story writer,Male,Austria-Hungary; Czechoslovakia,Artist,1883,1924,natural causes,41
gAAAAABkUtGQa-iBUviEvlb8DEG4j1TV9O-CFNNBBNnMdtvKrEZhqkdZpfa7QN9vUjIka_iGw9ojtu_ANkUW3R7TTx2wDhR7Wg==,gAAAAABkUtGQAFeqvWTtLxlLvc9gwlouy-INg32380rzop7c8mN2DQDyv3rlhOOdAuVJxESmI8ofIzVsxghjntqBSpNk20vbn3I28bMTb6mhS8kfkeNow-w=,"Argentine short story writer, essayist, poet and translator (1899-1986)",Male,Argentina,Researcher,1899,1986,natural causes,87
gAAAAABkUtGQPSa7uNqV-FDQ9YBnU7HI793ROdN2JYED9JMKD9EQ1uaGHE2COiwChTMcCrIdcV87lmmR7Q_hnZWPWItqzvZsqw==,gAAAAABkUtGQdGl_YHY-ZDInTQ8YaenMueGEWfI3NHyN5td3eJUCw1S5RJpOWKI7VV0nG27eG1TUlsQ_q0AIb_sNTg1u9h2_1A==,Norwegian explorer; first person to reach the South Pole,Male,Norway,Researcher,1872,1928,accident,56
gAAAAABkUtGQF9qSW7ixDITHNASCVthNcOQy51kpbV50-lkkQq5Llvpjow42HdIYm35kfxUCzWYoUyqmX3DDhmOcbPD2R_2Dyw==,gAAAAABkUtGQWUKaZiOZ1ZkcyQ_cVKgTvJJcWcCCE1RGbz5KxPgx-1dzy9FzHbcLQmiopVPeKNFd3CcBY3te6EhExhueoFLAjg==,Dutch writer,Male,Kingdom of the Netherlands,Artist,1927,2010,natural causes,83
gAAAAABkUtGQYa5xMPSoKXV5quI9dAuuT_dyBkPo-MioBHy9MLxB90MyxvOrO5IKRAkl8tiecPWazdE4QGvbGVVLTGKNnll7IQ==,gAAAAABkUtGQ5m3C1LKdP5JVXeaIk_XbnsAwlXF4SgFeagMhNvK4JshpYvzU9mY1d69xSZL8M3AM1tY3flC4uEzrAXpUQ_3tPg==,German-born theoretical physicist; developer of the theory of relativity (1879–1955),Male,United States of America; Switzerland; Austria-Hungary; Weimar Republic; German Empire,Researcher,1879,1955,natural causes,76
gAAAAABkUtGQetxmbfiYGhufegW7hWUvanipRhYo5ZkZ553ycKAuCnRC7xWRBiH2zNZ4A_bSH5yB2a7_CoQskJL_CsmnBcNyQw==,gAAAAABkUtGQ41xkgiWXGKtWG8MSQnk0kMD5UGCA1nIevBVwlbo5Z14qGj80USWq5RfYpYVISfWa8xk0k_ZHhzUGA5hBfXh2Mg==,American physicist and engineer,Male,United States of America,Researcher,1908,1991,natural causes,83
gAAAAABkUtGQ4boMz9BmxA5A7oZqRQCaVMMR8N1m_e8UMwkvPqnP325YGWAY4xpowqlq0SsQsMcYvay_4Rfr_BmF1EOo1dmxQQ==,gAAAAABkUtGQAdJHHaciE5wgNdoKIB7QBuXuhtsiJ0l7OdKaRA_TNblpmPbwc5k5ngaylf7s6Ys8n9nVBxXGgOFok3sVY41gug==,264th pope of the Catholic Church,Male,Poland,Researcher,1920,2005,natural causes,85
gAAAAABkUtGRm52TZBf2hb_OO1WTbW_IgWHETZf_Q5paNrRhLiMB_pIfWa9A7q0o3yodKwnxpMTunVDH7alANl4LspNEF8oX7w==,gAAAAABkUtGR0lNwHdOof9MKFxKJixIPvd6L_M4hcBkpfVTxYEYucGWiXSPiElPN15k3k56Wdh83HbgkTKbaxsP9Au48TzP4Kw==,Soviet nuclear physicist and human rights activist,Male,Soviet Union; Russian Soviet Federative Socialist Republic,Researcher,1921,1989,natural causes,68
gAAAAABkUtGRC-xdr4NgucpWWDZ6ZwtrgMCwhmUweo1pTNr9Pwl7OxKOM_k3r7XZD5L-Qhauw6U6f-LtisoZs--cOylqvnKjYg==,gAAAAABkUtGRh0SqmBtGwUze9IZ343mDOCCE7JgQ7Q1ErKwvhF6bEjQEW-RXtq3-_RfsyODBzIZOgfXdhNWGpMQlOXKp2ztIeA==,pre-eminent leader of Indian nationalism during the British Raj (1869-1948),Male,British Raj; Dominion of India,Artist,1869,1948,homicide,79
gAAAAABkUtGRWV2S6XrRouhhtpQbT1Wu242Nirp0--7BeHR7qzFgPDJvsGR7LGCdg5Ka0vkLuJtkStE5I30RNWoHeWACgS92EA==,gAAAAABkUtGRE08PPnWDuPv9HSWkx86tZ9O-W6NUL9QrPDmhXGV28BVPHCwaOHYVft7DcNAJjCEK0EZhRJ6L3i1yhIi2BlhAXpgGYlSFuUPOi-NPFb8O3eI=,"Slovene national poet, a Carniolan Romantic poet of Slovene descent",Male,Austrian Empire; Illyrian Provinces,Artist,1800,1849,natural causes,49
gAAAAABkUtGRC2MGJEnPy_C9i6VJozd75PpNmJl9RaRyVj-O62nfSxDOP22GyyB6De-sCmnSv5hZZEuP3dXv_HxBMOxqfiedEQ==,gAAAAABkUtGRchYuUcsD9NPFVaOL3CfOm35oTKcBzOqf9F1iaZ6CfzUiFvdZBs-n4dyAz0GRjd30QGveiXz6KNX2JWGW8UFRqQ==,Italian Marshal of the Air Force and minister (1896-1940),Male,Kingdom of Italy,Politician,1896,1940,accident,44
gAAAAABkUtGR5rsbOERmmdx_LnFNsZwaa26udCjXSSylY8Ww0AKEmAAVJ3B1mzKdhfZS9VqfN7MisTzpezpQtSEbdgFY2BgmVA==,gAAAAABkUtGRpFhAdGZmqi7hIDc3xjrYP7BWL1-3dVfdaiGYPgPktPwH-xLmlJv7lx3E9DKOyXvEaQwzILzcC6AWM-2lV72OFQ==,Indian Prime Minister and politician (1917-1984),Female,India; British Raj,Politician,1917,1984,homicide,67
gAAAAABkUtGRs8ruplZ1LqMGIbLZh_oiJFWmNSHPipbwaitNY2saAfStUKDfe05lT-auYi901UC-XJMtHvWs0_7FoedYYbcs5Q==,gAAAAABkUtGRev4qezPkBFqrKmLR6GXS3vsXMGPnchZ8eFLYRH_tgHe6XtN5gD92DUi93rOn0pGvooob4lzCY_avkRPB_6d3mw==,"English singer and songwriter, founding member of The Beatles (1940-1980)",Male,United Kingdom,Artist,1940,1980,homicide,40
gAAAAABkUtGRs7gjIbrvtxNgmNO-cPFdDl5x_Xj1ui_aGFnHiBeiyNqqlzZ-dTqTqqkhtR9-v_48564ulyAjZ0Q-8h8N2tluXQ==,gAAAAABkUtGRdMmlkqFjWqakioh3bEI4XV28WfcSfcWbsPcJdpKFJYAryfuPlKKiIeFA1PvOOs0UxrvzpOGy75xdQ6ELyTt0nAPQ5WAy0Jyz6lz4b__HUoI=,10th President of Italy,Male,Italy; Kingdom of Italy,Politician,1920,2016,natural causes,96
gAAAAABkUtGS5dwbuEuZvWT9Pze7eN8CQhADmLueH4P3y1zcKP-XoJjhqsNL6vOKHRtZSbX0xpvOjHfpKiydvgXaZUaNj8h7Ww==,gAAAAABkUtGSd1b5aJGmAqxAPCkbDZGtywF-_cdPi_tHfRDnxeO10twtaYkGEjqq0ywNVZ7T4rYWfGkDMO30qb8nVVl-dZXRug==,7th Secretary-General of the United Nations (1938-2018),Male,Ghana,Politician,1938,2018,natural causes,80
gAAAAABkUtGSFZqRmsEwIgfFA3-acOyYEBeQSC30UnLxv-L_jC_ciHZRk1gdvB1cm-zGjyq8ODNEgJ3jHfojLZsro8vKOglJqA==,gAAAAABkUtGSqniodmByDjRIqTDHf66K_ryWTBhZJwQVCDDQA49kidUG-ZPn5bH4oteK7DFi76zhM_lteq-r8i7V75MJxH4ynz5aHWKTCcMcomePCu87ajs=,6th Secretary-General of the United Nations (1922-2016),Male,Egypt,Artist,1922,2016,accident,94
gAAAAABkUtGS_JDkD0byRSsdMM_zdBtTX1yxkHPDy8lkSM1gnzJB6d1IKGe-AwKextSvXN_C_6syzvOccuUIteXX0yjhqabekA==,gAAAAABkUtGSSV1FMvasc1S2hj_dx8d8ctk85wwWbLZ3NMpSnb7L8k79tBq4ZCwt4ZQGqkAdcPICwRT8ly5k2vaNQ55Tj3rbuQ==,"4th Secretary-General of the United Nations, President of Austria (1918-2007)",Male,Austria; Nazi Germany; Federal State of Austria; Republic of German-Austria; First Republic of Austria,Politician,1918,2007,natural causes,89
gAAAAABkUtGS9CxUHAEhz-vgajTW7y5nULuFpAHkQt3O-tv9e3RC9hoFfd8qJJUz4COaRFnwwIKIIFCH3NMfHXgHWFXXtZj3Qg==,gAAAAABkUtGSPzT3Iz_0P0zYtu4zyNdTjpxIKzykzeEsdMJ5eQgbgaaVOZ9Z1FrRdy0HdE5Oov-m33WMdi03hnrwXXQGnLiLeVjX4DlTE1pU_jS_kU_YDvI=,"Swedish diplomat, economist, and author (1905-1961)",Male,Sweden,Artist,1905,1961,accident,56
gAAAAABkUtGSSGRIPV9hGrPzWAbjK1Js0K--CA3HPjhi1DipFSH0ToRTBPJwikWuFmExNRu--Ov1FflnOcHDimu_MwnY96jQRw==,gAAAAABkUtGSNBjp_nh2L9ZcEjiYuELv4LJlDhGGJpZTB4iDQzxWnH6WlXWzayLECi1zxJy_I82dk6_aSomj8L_11pOz17IT7s0Yt8hrVF4hL8O_3uNnZ4Y=,Polish composer and pianist,Male,Poland,Artist,1810,1849,natural causes,39
gAAAAABkUtGS9HdDAh_uGQn3OsP9QtpYg5Kvds-5ZFRIx2mRfDu-3KoRFxPpX2aX6yXNVGvOGiqqTNdyjrDdqMd4K5BFg6OkWg==,gAAAAABkUtGShTgtHafjUqJGYpIlWdMJ2Y5x98tOmU91Gx_RYt3TYNR0XP2OJ2YN5wyeuZxr-f1UoscTpMFNOTwG63wzv2QUnw==,1st Secretary-General of the United Nations (1896-1968),Male,Norway,Politician,1896,1968,natural causes,72
gAAAAABkUtGTvk2w2DFt8tBqiFT-3ndH09RC575Bu4aY8gHO6mHJi4kyy53E81HOORNB5sHeprsf8adtCJCgvjTCcC4As7Hyjg==,gAAAAABkUtGTG6XTREIOjT4ngZnPdZelOl_rD8z1VTnBM2hzp4nNuifjP3uiO6yaQCNzPf1zlyLZT_gQSDjT52nee7SHZIFxMA==,Canadian poet and singer-songwriter,Male,Canada,Artist,1934,2016,accident,82
gAAAAABkUtGTwuNUjyQ6nBi1AIiMXj1e40ZriciYy7aGmRz6fQRl0mLFJvF4sTVvifP8fnHoNRYAToChsZEY6dKAlMzWj4wtOw==,gAAAAABkUtGT0lLvhFu5VFjwMiy7EhSjHyF0VT1bZvtuazvqBIa41WMV4CS4Y4F8L6PJ_ZkrZpBIO_-ZOuq6i-n6Wqn5C9-Iqg==,Chilean politician and President (1849-1910),Male,Chile,Politician,1849,1910,natural causes,61
gAAAAABkUtGTMjBtGUckmIplN9HNFB2VW0BjYLSr66vX1338GQDp_MtcY1ZiLQB_YY6M8-GrhHVKeK1o9oTDIdBzycr3NXoBrw==,gAAAAABkUtGTBkMeCsgZqRXs3jxO8bDkCE9X_OpXjrHMRfpINH1WxL7af9V7HIxfQiwiC68TumPR8NL5jU63aG7ug1OJ3UPiRw==,Iraqi politician and President,Male,Iraq,Politician,1937,2006,capital punishment,69
gAAAAABkUtGTtpYg4lq_KyFcAeOHdICVpUapnn_NxsYO30pYYFROGEcdM1ooDBYNARCC0DjDfn0VhFlJVpp7sE2m6MkG1O1juA==,gAAAAABkUtGTUrmVsYJScyl7WOJl6lqYNIvbn7HHjFVgdBXCW0ExQqA9N-DlcR37JdMQNwHmVe3qXtYGCtdkdpc_rYrNvoIXPQ==,Saudi Arabian founder of al-Qaeda,Male,Saudi Arabia; statelessness,Businessperson,1957,2011,death in battle,54
gAAAAABkUtGTvJIJpWuXXUCAZ_LWxRPauEajBv1XSE_PaS8npJY2DUTKjM90_GR3huuh2WamiV8ft7oJC6UtJoDi5mHXTQJ91Q==,gAAAAABkUtGT_kr3bAkN_1gO2nkrwbP1UvgXUaAIfRB3bnF1hWJbL_PmBkhGLAM19TGlFy08raonFRSco4n78CqlbOvm0pnxzUt13Hm2HZS9iPILr92UEOY=,Chilean politician and Vice President (1847-1902),Male,Chile,Politician,1847,1902,natural causes,55
gAAAAABkUtGTMwstMpljIF5bfa_7WP1ItxeenxsxTgnOb4n5P-d4ezAkG92oxSaTMh4uNIuB1sc95TtRxY7Kv0Go5JV6dNr0XA==,gAAAAABkUtGTofZGpV-JCm5UEK15NDtYMCXFNQmfCdyn4tT9Bxa3ZW-8VGKwF7MsLUeft_yHcxzbtYN5-el39ZfR6nGhZFm7QM8UHHmj-Var9YqeAHeP_fs=,Chilean politician and President (1840-1891),Male,Chile,Politician,1840,1891,suicide,51
gAAAAABkUtGTFGOts1jjKP2TGKVxH8bkVJnJWugGQRqcQklBAYPQslsK-h7IZiBf35jxuL0FJ32l1YXaV1rBn8_1Qrr6aNwfBA==,gAAAAABkUtGTpd1tXD1_BW_3U5O9wDSsBEPhq86j74l9pugNIx3Bc9O2AHacCEs2wfQdw42JqO-1YvH86Y7NP6BC62ez9EKt_XEto8Ipj2yn6Z5kjHE4H_U=,Chilean politician (1825-1877),Male,Chile,Politician,1825,1877,natural causes,52
