Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q365869,Ashton C. Shallenberger,American politician (1862-1938),Male,United States of America,Politician,1862,1938,natural causes,76
Q365894,Feng Yuxiang,Chinese general and politician (1882-1948),Male,China; Republic of China (1912–1949),Politician,1882,1948,accident,66
Q365925,Adolphe d'Archiac,"academic (1802 - 1868), member of the Accademia delle Scienze di Torino since 1853",Male,France,Researcher,1802,1868,suicide,66
Q365985,Claude François,"French pop singer, songwriter and dancer",Male,Egypt; France,Artist,1939,1978,accident,39
Q366002,Jefferson Peres,Brazilian politician and economist (1932-2008),Male,Brazil,Politician,1932,2008,natural causes,76
Q366050,Tomás Garrido Canabal,"Governor of Tabasco in the early 20th century, nicknamed ""El Anticristo Tabasqueño""",Male,Mexico,Politician,1891,1943,natural causes,52
Q366057,Patrice Chéreau,"French opera and theatre director, filmmaker, actor and producer",Male,France,Artist,1944,2013,natural causes,69
Q366086,Rupert Brooke,British poet (1887-1915),Male,United Kingdom,Artist,1887,1915,natural causes,28
Q366091,Robert van Gulik,Dutch diplomat,Male,Kingdom of the Netherlands,Researcher,1910,1967,natural causes,57
Q366100,Karl Amadeus Hartmann,German composer,Male,Germany,Artist,1905,1963,natural causes,58
Q366102,Nathan Bedford Forrest,Confederate Army general and first Grand Wizard of the Ku Klux Klan (1821-1877),Male,United States of America,Politician,1821,1877,natural causes,56
Q366114,Yukihiko Ikeda,Japanese diplomat (1937-2004),Male,Japan,Politician,1937,2004,natural causes,67
Q366166,Johnny Torrio,American mob boss,Male,United States of America; Italy; Kingdom of Italy,Criminal,1882,1957,natural causes,75
Q366184,Luiz Henrique da Silveira,Brazilian politician (1940-2015),Male,Brazil,Politician,1940,2015,natural causes,75
Q366207,The Big Bopper,"American musician, songwriter, and disc jockey",Male,United States of America,Artist,1930,1959,accident,29
Q366243,Jonathan Latimer,American writer,Male,United States of America,Artist,1906,1983,natural causes,77
Q366285,Auguste Villiers de l'Isle-Adam,French writer,Male,France,Artist,1838,1889,natural causes,51
Q366300,Brian Keenan,Irish republican,Male,United Kingdom,Political activist,1942,2008,natural causes,66
Q366325,Frigyes Karinthy,Hungarian writer,Male,Hungary,Artist,1887,1938,natural causes,51
Q366343,Hamilton Jordan,Chief of Staff to President of the United States Jimmy Carter (1944-2008),Male,United States of America,Politician,1944,2008,natural causes,64
Q366355,Van Cliburn,American pianist,Male,United States of America,Artist,1934,2013,natural causes,79
Q366358,Jimmie Rodgers,"American country singer, songwriter",Male,United States of America,Artist,1897,1933,natural causes,36
Q366361,Max Morlock,German footballer (1925-1994),Male,Germany,Athlete,1925,1994,natural causes,69
Q366363,Paul Dudley White,American cardiologist,Male,United States of America,Teacher,1886,1973,natural causes,87
Q366436,James Mourilyan Tanner,British pediatrician,Male,United Kingdom,Teacher,1920,2010,natural causes,90
Q366464,Aloysius Bertrand,author,Male,France,Artist,1807,1841,natural causes,34
Q366469,Spade Cooley,"Big band leader, Actor, Television personality (1910-1969)",Male,United States of America,Artist,1910,1969,natural causes,59
Q366478,Samuel Roy McKelvie,American politician (1881-1956),Male,United States of America,Politician,1881,1956,natural causes,75
Q366503,Venedikt Yerofeyev,Russian writer,Male,Soviet Union,Artist,1938,1990,natural causes,52
Q366538,Richard Holmes,American organist,Male,United States of America,Artist,1931,1991,natural causes,60
Q366563,Dick Clark,American radio and television personality (1929-2012),Male,United States of America,Artist,1929,2012,natural causes,83
Q366593,Cameron Duncan,New Zealand filmmaker,Male,New Zealand,Artist,1986,2003,natural causes,17
Q366629,Rikard Nordraak,Norwegian composer,Male,Norway,Artist,1842,1866,natural causes,24
Q366643,Lloyd Alexander,American children's writer,Male,United States of America,Artist,1924,2007,natural causes,83
Q366678,Robert Cummings,American film and television actor,Male,United States of America,Artist,1908,1990,natural causes,82
Q366731,Ernest King,"US Navy Admiral (FADM), Chief of Naval Operations",Male,United States of America,Military personnel,1878,1956,natural causes,78
Q366747,John Wetton,English bassist and vocalist,Male,United Kingdom,Artist,1949,2017,natural causes,68
Q366756,Leroy Anderson,American composer (1908-1975),Male,United States of America,Artist,1908,1975,natural causes,67
Q366790,Moisei Uritsky,Soviet politician (1873-1918),Male,Russian Empire,Politician,1873,1918,homicide,45
Q366796,Essad Pasha Toptani,Albanian politician (1863-1920),Male,Albania; Ottoman Empire,Politician,1863,1920,homicide,57
Q366834,Phil Hartman,"Canadian American actor, comedian, screenwriter, and graphic (1948-1998)",Male,Canada; United States of America,Artist,1948,1998,homicide,50
Q366869,Bobby Hatfield,American singer,Male,United States of America,Artist,1940,2003,natural causes,63
Q366883,José Antonio Ramos Sucre,Venezuelan writer,Male,Venezuela,Artist,1890,1930,suicide; suicide by poisoning with drugs,40
Q366900,Tommy Ramone,"Hungarian American record producer, musician, and songwriter",Male,Hungary; United States of America,Artist,1949,2014,natural causes,65
Q366956,Robert Montgomery,American film and television actor (1904-1981),Male,United States of America,Artist,1904,1981,natural causes,77
Q366989,Frank A. Briggs,American politician (1858-1898),Male,United States of America,Politician,1858,1898,natural causes,40
Q367053,John Garfield,American actor (1913-1952),Male,United States of America,Artist,1913,1952,natural causes,39
Q367071,Alvin Batiste,American clarinetist,Male,United States of America,Artist,1932,2007,natural causes,75
Q367073,Donald Crisp,English film actor (1882-1974),Male,United Kingdom,Artist,1882,1974,natural causes,92
Q367083,Jorge Pacheco Areco,Uruguayan politician (1920-1998),Male,Uruguay,Politician,1920,1998,natural causes,78
Q367085,Richard LeParmentier,American actor (1946-2013),Male,United States of America,Artist,1946,2013,natural causes,67
Q367098,Francesc Pujols,Spanish philosopher,Male,Spain,Artist,1882,1962,natural causes,80
Q367129,Roy Rogers,American actor and singer (1911-1998),Male,United States of America,Artist,1911,1998,natural causes,87
Q367165,Peter Norbeck,American politician (1870-1936),Male,United States of America,Politician,1870,1936,natural causes,66
Q367201,Mike Francis,Italian singer and composer,Male,Italy,Artist,1961,2009,natural causes,48
Q367396,Roland Petit,French ballet dancer and choreographer,Male,France,Ballet dancer; ballet master; choreographer; dancer,1924,2011,natural causes,87
Q367447,Louis Prima,"American singer, actor, songwriter, and trumpeter (1910-1978)",Male,United States of America,Athlete,1910,1978,natural causes,68
Q367508,Eric Dolphy,American jazz musician,Male,United States of America,Artist,1928,1964,natural causes,36
Q367589,David Lange,New Zealand politician and 32nd Prime Minister of New Zealand (1942-2005),Male,New Zealand,Politician,1942,2005,natural causes,63
Q367647,Juan Vitalio Acuña Núñez,Cuban politician (1925-1967),Male,Cuba,Politician,1925,1967,unnatural death,42
Q367653,Gregory Hines,American actor and dancer (1946-2003),Male,United States of America,Artist,1946,2003,natural causes,57
Q367745,Francis Thompson,British poet,Male,United Kingdom of Great Britain and Ireland,Artist,1859,1907,natural causes,48
Q367833,Hugo Cóccaro,Argentine politician (1954-2019),Male,Argentina,Politician,1954,2019,natural causes,65
Q367905,Irene Tedrow,actress (1907-1995),Female,United States of America,Artist,1907,1995,natural causes,88
Q367910,Mariano Gago,Portuguese politician (1948-2015),Male,Portugal,Researcher,1948,2015,natural causes,67
Q367973,Arman,French-born American artist (1928-2005),Male,France; Spaniards,Artist,1928,2005,natural causes,77
Q367975,Roger Albertsen,football player (1957-2003),Male,Norway,Athlete,1957,2003,natural causes,46
Q368072,Lidia Ruslanova,Russian and Soviet singer,Female,Soviet Union; Russian Empire,Artist,1900,1973,natural causes,73
Q368100,Constantin Sănătescu,Prime Minister of Romania (1885-1947),Male,Kingdom of Romania,Politician,1885,1947,natural causes,62
Q368139,Srečko Kosovel,Slovene poet,Male,Austria-Hungary; Kingdom of Italy,Artist,1904,1926,natural causes,22
Q368147,Vasily Kalinnikov,Russian composer,Male,Russian Empire,Artist,1866,1900,natural causes,34
Q368401,Yoshiyuki Kamei,Japanese politician (1936-2006),Male,Japan,Politician,1936,2006,natural causes,70
Q368455,Yury Tynyanov,Russian writer,Male,Soviet Union; Russian Empire,Artist,1894,1943,natural causes,49
Q368492,Piet Keizer,Dutch footballer (1943-2017),Male,Kingdom of the Netherlands,Athlete,1943,2017,natural causes,74
Q368539,Sven Tumba,Swedish athlete (1931-2011),Male,Sweden,Athlete,1931,2011,natural causes,80
Q368636,David Peel,American musician and songwriter,Male,United States of America,Artist,1943,2017,natural causes,74
Q368732,Eliyahu M. Goldratt,Israeli physicist and management guru,Male,Israel,Researcher,1947,2011,natural causes,64
Q368794,Ellen Corby,American actress (1911-1999),Female,United States of America,Artist,1911,1999,natural causes,88
Q368811,"Andrew L. Lewis, Jr.",American businessman (1931-2016),Male,United States of America,Politician,1931,2016,natural causes,85
Q368821,Paul Pelliot,French sinologist,Male,France,Researcher,1878,1945,natural causes,67
Q368858,Mustafa Barzani,Kurdish nationalist,Male,Iraq,Politician,1903,1979,natural causes,76
Q368866,Joe Orton,English playwright and author,Male,United Kingdom,Artist,1933,1967,homicide,34
Q368868,Ellis E. Patterson,American politician (1897-1985),Male,United States of America,Politician,1897,1985,natural causes,88
Q369047,Rod Grams,"American politician, television personality and businessman (1948-2013)",Male,United States of America,Politician,1948,2013,natural causes,65
Q369068,Edward Rell Madigan,American politician (1936-1994),Male,United States of America,Politician,1936,1994,natural causes,58
Q369138,Don Rich,American musician,Male,United States of America,Artist,1941,1974,accident,33
Q369175,David Brown,"American film and theatre producer, and writer",Male,United States of America,Artist,1916,2010,natural causes,94
Q369176,Tanguito,Argentine rock singer/songwriter,Male,Argentina,Artist,1945,1972,accident,27
Q369190,Frank Borzage,American film director and actor (1894-1962),Male,United States of America,Artist,1894,1962,natural causes,68
Q369214,Vlady Kibalchich Russakov,Mexican artist (1920-2005),Male,Mexico; Russia,Artist,1920,2005,natural causes,85
Q369282,Gisèle Pascal,actress,Female,France,Artist,1921,2007,natural causes,86
Q369382,Billy Mayerl,British musician,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1902,1959,natural causes,57
Q369394,Richard Jeni,American comedian (1957-2007),Male,United States of America,Artist,1957,2007,suicide,50
Q369428,Paul Gégauff,French screenwriter (1922-1983),Male,France,Artist,1922,1983,homicide,61
Q369621,Thomas Hill Green,British philosopher,Male,United Kingdom of Great Britain and Ireland,Philosopher,1836,1882,natural causes,46
Q369632,Ed McBain,American author and screenwriter,Male,United States of America,Artist,1926,2005,natural causes,79
Q369633,Silvestro Lega,Italian painter (1826-1895),Male,Kingdom of Italy,Artist,1826,1895,natural causes,69
Q369668,William Osler,"Canadian pathologist, physician, educator, bibliophile, historian, author, cofounder of Johns Hopkins Hospital",Male,Canada,Researcher,1849,1919,natural causes,70
Q369785,André Marty,French politician (1886-1956),Male,France,Politician,1886,1956,natural causes,70
Q369796,Buddy Baker,racecar driver,Male,United States of America,Athlete,1941,2015,natural causes,74
Q369930,Midhat Pasha,"Ottoman grand vizier, reformist, and creator of the first Ottoman constitution",Male,Ottoman Empire,Statesperson,1822,1883,homicide,61
Q369933,Luke Kelly,Irish singer and musician (1940–1984),Male,Ireland,Artist,1940,1984,natural causes,44
Q369949,Robert Culp,"American actor, screenwriter and director",Male,United States of America,Artist,1930,2010,natural causes,80
Q369963,Ismail Gulgee,Pakistani artist (1926-2007),Male,Pakistan; British Raj,Artist,1926,2007,homicide,81
Q369971,Muhammad Sayyid Tantawy,Egyptian imam (1928-2010),Male,Egypt,Artist,1928,2010,natural causes,82
Q369974,Eduard Streltsov,Soviet footballer (1937-1990),Male,Soviet Union,Athlete,1937,1990,natural causes,53
Q370026,Percy Herbert,British actor (1920-1992),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1920,1992,natural causes,72
Q370046,Hugh Everett III,"American physicist, author of the many-worlds interpretation of quantum mechanics",Male,United States of America,Researcher,1930,1982,natural causes,52
Q370077,John Stewart Bell,Northern Irish physicist,Male,Ireland,Researcher,1928,1990,natural causes,62
Q370125,Susanne Hart,South African veterinarian,Female,South Africa,Veterinarian,1927,2010,natural causes,83
Q370138,Otello Toso,Italian actor (1914-1966),Male,Italy; Kingdom of Italy,Artist,1914,1966,accident,52
Q370246,Jens Peter Jacobsen,"Danish novelist, poet, scientist (1847-1885)",Male,Denmark,Researcher,1847,1885,natural causes,38
Q370270,Carlo Mauri,"mountaineer, explorer",Male,Italy; Kingdom of Italy,Mountaineer; explorer,1930,1982,natural causes,52
Q370280,Raymond Hatton,American silent film actor (1887-1971),Male,United States of America,Artist,1887,1971,natural causes,84
Q370378,Johnny Byrne,English footballer,Male,United Kingdom,Athlete,1939,1999,natural causes,60
Q370496,Jean-Marc Fontaine,French mathematician,Male,France,Researcher,1944,2019,natural causes,75
Q370521,Nathanael West,American writer,Male,United States of America,Artist,1903,1940,accident,37
Q370554,Takuma Nishimura,Japanese general,Male,Japan,Military personnel,1889,1951,capital punishment,62
Q370677,Frederic Hale Parkhurst,American politician (1864-1921),Male,United States of America,Politician,1864,1921,natural causes,57
Q370747,Tim Russert,American journalist,Male,United States of America,Artist,1950,2008,natural causes,58
Q370779,Win Wilfong,American basketball player,Male,United States of America,Athlete,1933,1985,natural causes,52
Q370926,Earle Page,"Australian politician, 11th Prime Minister of Australia (1880-1961)",Male,Australia,Politician,1880,1961,natural causes,81
Q370928,Sacha Distel,French singer and guitarist,Male,France,Artist,1933,2004,natural causes,71
Q370960,Henri Giffard,French engineer,Male,France,Engineer,1825,1882,suicide,57
Q370966,Joseph Lyons,"Australian politician, 10th Prime Minister of Australia (1879-1939)",Male,Australia,Politician,1879,1939,natural causes,60
Q371184,John Rankin Rogers,"American politician, born 1838",Male,United States of America,Politician,1838,1901,natural causes,63
Q371186,Oswaldo López Arellano,President of Honduras (1921-2010),Male,Honduras,Politician,1921,2010,natural causes,89
Q371315,Thomas S. Kleppe,American politician (1919-2007),Male,United States of America,Politician,1919,2007,natural causes,88
Q371355,Vlado Chernozemski,Bulgarian revolutionary,Male,Bulgaria; Kingdom of Bulgaria,Chauffeur / chauffeuse; revolutionary,1897,1934,suicide,37
Q371421,John McGraw,American politician (1850-1910),Male,United States of America,Politician,1850,1910,natural causes,60
Q371460,Arthur MacArthur,"Supreme Court Justice of DC Districct, Lt Governor and governor of Wisconsin",Male,United States of America,Judge,1815,1896,natural causes,81
Q371493,Brook Benton,American singer and songwriter,Male,United States of America,Artist,1931,1988,natural causes,57
Q371508,Sippie Wallace,American blues and jazz singer,Female,United States of America,Artist,1898,1986,natural causes,88
Q371639,Jacques Bergier,French writer and scientist,Male,Poland; France,Researcher,1912,1978,natural causes,66
Q371710,Cliff Gorman,American actor,Male,United States of America,Artist,1936,2002,natural causes,66
Q371716,Gary Crosby,American actor and singer (1933-1995),Male,United States of America,Artist,1933,1995,natural causes,62
Q371720,Gheorghe Dinică,"actor, music",Male,Romania,Artist,1934,2009,natural causes,75
Q371743,Herb Cohen,American music executive,Male,United States of America,Artist,1932,2010,natural causes,78
Q371800,Sang Lee,Korean-American billiards player,Male,South Korea,Athlete,1954,2004,natural causes,50
Q371842,Ralph Waldo Rose,American track and field athlete,Male,United States of America,Athlete,1885,1913,natural causes,28
Q371905,Alphonse Allais,French writer and humorist,Male,France,Artist,1854,1905,natural causes,51
Q371910,René-Louis Baire,French mathematician,Male,France,Researcher,1874,1932,suicide,58
Q371922,Jacqueline Harpman,Belgian psychologist,Female,Belgium,Artist,1929,2012,natural causes,83
Q371982,Freddie Webster,American musician,Male,United States of America,Artist,1916,1947,natural causes,31
Q372008,Nikolay Muralov,Soviet revolutionary (1877-1937),Male,Soviet Union; Russian Empire,Politician,1877,1937,unnatural death,60
Q372022,Cecil D. Andrus,American politician (1931-2017),Male,United States of America,Politician,1931,2017,natural causes,86
Q372035,Emily Nasrallah,Lebanese writer,Female,Lebanon,Artist,1931,2018,natural causes,87
Q372078,Chet Jastremski,"American swimmer, Olympic bronze medalist, former world record-holder",Male,United States of America,Athlete,1941,2014,natural causes,73
Q372121,Marcel Perez,silent-movie actor,Male,Spain,Artist,1884,1929,natural causes,45
Q372161,Bajram Curri,Albanian politician (1862-1925),Male,Albania; Ottoman Empire,Politician,1862,1925,suicide,63
Q372208,Mamo Wolde,Ethiopian marathon runner,Male,Ethiopia,Athlete,1932,2002,natural causes,70
Q372423,Enrique Angelelli,Catholic bishop,Male,Argentina,Religious figure,1923,1976,deliberate murder,53
Q372432,Orville Moody,professional golfer,Male,United States of America,Athlete,1933,2008,natural causes,75
Q372519,John Spellman,US politician (1926-2018),Male,United States of America,Politician,1926,2018,natural causes,92
Q372544,Lorenzo Barcelata,"Mexican songwriter, musician",Male,Mexico,Artist,1898,1943,natural causes,45
Q372570,Denniz Pop,Swedish DJ and record producer (1963—1998),Male,Sweden,Artist,1963,1998,natural causes,35
Q372654,Adrian Biddle,English cinematographer,Male,United Kingdom,Artist,1952,2005,natural causes,53
Q372675,Adrian Borland,"English singer, songwriter, guitarist and record producer",Male,United Kingdom,Artist,1957,1999,suicide,42
Q372740,"Luís Filipe, Prince Royal of Portugal",Portuguese crown prince (1887-1908),Male,Portugal,Politician,1887,1908,homicide,21
Q372816,Sergei Ryakhovsky,Russian serial killer,Male,Russia; Soviet Union,Serial killer; criminal,1962,2005,natural causes,43
Q372838,Clarence Nash,American actor,Male,United States of America,Artist,1904,1985,natural causes,81
Q372845,Lodovico Altieri,Italian Catholic cardinal and Servant of God,Male,Kingdom of Italy,Politician,1805,1867,natural causes,62
Q372862,Nuri Demirağ,Turkish businessman (1886-1957),Male,Turkey,Politician,1886,1957,natural causes,71
Q372954,Grand Duke Dmitri Pavlovich of Russia,Russian Imperial Highness (1891-1942),Male,Switzerland; Russian Empire,Politician,1891,1942,natural causes,51
Q372964,Grand Duke Paul Alexandrovich of Russia,Russian noble (1860-1919),Male,Russian Empire,Politician,1860,1919,homicide,59
Q373036,Claude Lefort,French philosopher,Male,France,Artist,1924,2010,natural causes,86
Q373088,Josep Lluís Núñez,Spanish football executive,Male,Spain,Businessperson,1931,2018,natural causes,87
Q373124,Willem van de Sande Bakhuyzen,Dutch film director,Male,Kingdom of the Netherlands,Artist,1957,2005,natural causes,48
Q373253,Claude R. Wickard,American politician (1893-1967),Male,United States of America,Politician,1893,1967,accident,74
Q373306,Alan Napier,English actor,Male,United Kingdom,Artist,1903,1988,natural causes,85
Q373313,André Rebouças,Brazilian activist (1838-1898),Male,Brazil,Politician,1838,1898,suicide,60
Q373417,Renzo Palmer,Italian actor (1929-1988),Male,Italy; Kingdom of Italy,Artist,1929,1988,natural causes,59
Q373425,Faisal bin Fahd,member of House of Saud (1945-1999),Male,Saudi Arabia,Politician,1945,1999,natural causes,54
Q373457,Michel-Gaspard Coppenrath,French archbishop,Male,France,Religious figure,1924,2008,natural causes,84
Q373500,Bruce Cabot,actor (1904-1972),Male,United States of America,Artist,1904,1972,natural causes,68
Q373511,André Viger,Canadian paralympic athlete,Male,Canada,Athlete,1952,2006,natural causes,54
Q373538,Joe Hunt,US tennis player,Male,United States of America,Athlete,1919,1945,accident,26
Q373545,Herbie Roberts,English footballer (1905-1944),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Athlete,1905,1944,natural causes,39
Q373566,Adrian Mitchell,British writer,Male,United Kingdom,Artist,1932,2008,natural causes,76
Q373590,John S. Marmaduke,25th Governor of Missouri (in office from 1885 to 1887),Male,United States of America,Politician,1833,1887,natural causes,54
Q373793,João Carlos de Oliveira,athletics competitor (1954-1999),Male,Brazil,Athlete,1954,1999,natural causes,45
Q373820,Albert Tyler,American pole vaulter,Male,United States of America,Athlete,1872,1945,natural causes,73
Q373923,Claiborne Fox Jackson,15th Governor of Missouri (1806-1862),Male,Confederate States of America,Politician,1806,1862,natural causes,56
Q373939,Crispin Beltran,Filipino politician (1933-2008),Male,Philippines,Politician,1933,2008,accident,75
Q373940,"Sir Henry Wilson, 1st Baronet",British Army staff officer of the World War I (1864-1922),Male,Ireland; United Kingdom of Great Britain and Ireland,Politician,1864,1922,homicide,58
Q373968,Jack Warden,American actor (1920–2006),Male,United States of America,Athlete,1920,2006,natural causes,86
Q374004,Danilo Lagbas,Filipino politician (1952-2008),Male,Philippines,Politician,1952,2008,natural causes,56
Q374014,Max Mermelstein,American drug trafficker,Male,United States of America,Drug trafficker,1942,2008,natural causes,66
Q374045,Laurence Harvey,Lithuanian-born actor (1928-1973),Male,Lithuania; United Kingdom,Artist,1928,1973,natural causes,45
Q374091,Phil Rosen,"Film director, cinematographer",Male,United States of America,Artist,1888,1951,natural causes,63
Q374117,Jacob Bronowski,Polish-born British mathematician,Male,United Kingdom,Researcher,1908,1974,natural causes,66
Q374167,Victor Varconi,Hungarian actor (1891-1976),Male,Hungary; United States of America,Artist,1891,1976,natural causes,85
Q374175,Brad Davis,American actor,Male,United States of America,Artist,1949,1991,suicide; substance dependence,42
Q374229,Roy E. Disney,longtime senior executive for The Walt Disney Company,Male,United States of America,Animator; executive producer; business executive,1930,2009,natural causes,79
Q374378,Valery Asratyan,Soviet murderer,Male,Soviet Union,Serial killer; rapist,1958,1990,unnatural death,32
Q374396,This Jenny,Swiss politician (1952-2014),Male,Switzerland,Politician,1952,2014,suicide,62
Q374402,Gigi Sabani,Italian TV presenter (1952-2007),Male,Italy,Artist,1952,2007,natural causes,55
Q374467,Gabriel of Our Lady of Sorrows,Passionist clerical student,Male,Kingdom of Italy,Monk,1838,1862,natural causes,24
Q374504,Barnett Newman,American artist,Male,United States of America,Artist,1905,1970,natural causes,65
Q374721,Wild Bill Elliott,American actor (1904-1965),Male,United States of America,Artist,1904,1965,natural causes,61
Q374792,Alf Sjöberg,Swedish film director (1903-1980),Male,Sweden,Artist,1903,1980,accident,77
Q374827,Dino Bravo,Canadian professional wrestler,Male,Canada,Professional wrestler,1948,1993,homicide,45
Q374858,Michel Montignac,French diet developer,Male,France,Artist,1944,2010,natural causes,66
Q374910,Cuthbert Sebastian,British Colonial governor (1921-2017),Male,Saint Kitts and Nevis,Politician,1921,2017,natural causes,96
Q374912,Roger Planchon,"French playwright, director, filmmaker",Male,France,Artist,1931,2009,natural causes,78
Q374936,Dorsey Burnette,American rockabilly musician,Male,United States of America,Artist,1932,1979,natural causes,47
Q374960,John J. Gilligan,"American politician, governor of Ohio (1921-2013)",Male,United States of America,Politician,1921,2013,natural causes,92
Q375065,Stuart Roosa,American astronaut,Male,United States of America,Military personnel,1933,1994,natural causes,61
Q375087,Julian Grobelny,Polish politician (1893-1944),Male,Poland,Politician,1893,1944,natural causes,51
Q375098,Safia Ahmed-jan,Women's rights advocate from Afghanistan (1941-2006),Female,Afghanistan,Politician,1941,2006,homicide,65
Q375208,Jiří Dienstbier,Czech journalist and politician (1937-2011),Male,Czech Republic,Artist,1937,2011,natural causes,74
Q375224,Panama Al Brown,boxer,Male,Panama,Athlete,1902,1951,natural causes,49
Q375235,Dmitri Tertyshny,Russian ice hockey player,Male,Russia,Athlete,1976,1999,accident,23
Q375263,Gustavo Becerra-Schmidt,Chilean musician,Male,Chile,Artist,1925,2010,natural causes,85
Q375308,Jason Moran,Australian Criminal,Male,Australia,Drug trafficker,1967,2003,homicide,36
Q375351,Charles-Eugène Delaunay,French astronomer,Male,France,Researcher,1816,1872,accident,56
Q375380,Nikolaos Stratos,Greek politician (1872-1922),Male,Greece,Politician,1872,1922,capital punishment,50
Q375437,David F. Cargo,American politician (1929-2013),Male,United States of America,Politician,1929,2013,natural causes,84
Q375443,Michel Peissel,"Ethnologist, author and adventurer",Male,France,Artist,1937,2011,natural causes,74
Q375452,Ed Jucker,American basketball player and coach; baseball coach,Male,United States of America,Athlete,1916,2002,natural causes,86
Q375516,Thomas Zereske,German canoeist,Male,Germany; German Democratic Republic,Athlete,1966,2004,natural causes,38
Q375684,Tad Szulc,American writer and New York Times foreign correspondent,Male,United States of America; Poland,Artist,1926,2001,natural causes,75
Q375792,Warren Zevon,American recording artist; singer-songwriter (1947-2003),Male,United States of America,Artist,1947,2003,natural causes,56
Q375932,Henri Toivonen,Finnish  rally driver,Male,Finland,Motorcycle racer; racing automobile driver; rally driver,1956,1986,accident,30
Q375933,Alexander Burnes,"Explorer, political officer in British India",Male,United Kingdom of Great Britain and Ireland,Politician,1805,1841,homicide,36
Q375959,George Atzerodt,"conspirator, with John Wilkes Booth, in the assassination of Abraham Lincoln",Male,United States of America,Criminal,1835,1865,capital punishment,30
Q375998,Giovanni Pascoli,Italian poet and classical scholar (1855-1912),Male,Kingdom of Italy,Artist,1855,1912,natural causes,57
Q376062,Sigmar Polke,German artist (1941-2010),Male,Germany,Artist,1941,2010,natural causes,69
Q376090,Hugh Miller,Scottish geologist and folklorist,Male,United Kingdom of Great Britain and Ireland,Researcher,1802,1856,suicide,54
Q376116,Arthur Augustus Zimmerman,American cyclist,Male,United States of America,Athlete,1869,1936,natural causes,67
Q376140,Richard Kiel,American actor (1939-2014),Male,United States of America,Artist,1939,2014,natural causes,75
Q376158,John Smith,American actor (1931-1995),Male,United States of America,Artist,1931,1995,natural causes,64
Q376165,William B. Lenoir,American astronaut,Male,United States of America,Engineer,1939,2010,accident,71
Q376231,Stanislav Markelov,Russian lawyer,Male,Russia; Soviet Union,Journalist,1974,2009,homicide,35
Q376261,Angelo Infanti,Italian actor,Male,Italy; Kingdom of Italy,Artist,1939,2010,natural causes,71
Q376278,Julian Tuwim,Polish poet,Male,Poland,Researcher,1894,1953,natural causes,59
Q376305,Nicolae Dobrin,Romanian footballer (1947-2007),Male,Romania,Athlete,1947,2007,natural causes,60
Q376348,Richard Edmund Lyng,American government official (1918-2003),Male,United States of America,Politician,1918,2003,natural causes,85
Q376357,Ruslan Salei,Belarusian ice hockey player,Male,Belarus,Athlete,1974,2011,accident,37
Q376477,Gardner McKay,American actor and artist (1932-2001),Male,United States of America,Artist,1932,2001,natural causes,69
Q376765,Clayton Keith Yeutter,Secretary of Agriculture and chairman of the Republican National Committee (1930-2017),Male,United States of America,Politician,1930,2017,natural causes,87
Q376768,Adrien Arcand,Canadian journalist (1899-1967),Male,Canada,Politician,1899,1967,natural causes,68
Q376859,Cyril M. Kornbluth,American science fiction author (1923-1958),Male,United States of America,Artist,1923,1958,natural causes,35
Q376964,Leslie Green,English architect,Male,United Kingdom of Great Britain and Ireland,Architect,1875,1908,natural causes,33
Q376972,Guillaume Widmer,French politician and private banker (1906-1968),Male,France,Politician,1906,1968,suicide,62
Q377140,Rob Guest,New Zealand actor (1950-2008),Male,New Zealand,Artist,1950,2008,natural causes,58
Q377221,Vicente González Lizondo,Spanish politician (1942-1996),Male,Spain,Politician,1942,1996,natural causes,54
Q377241,David Birnie,Australian serial killer,Male,Australia,Serial killer,1951,2005,suicide,54
Q377291,Adrien Zeller,French politician (1940-2009),Male,France,Politician,1940,2009,natural causes,69
Q377314,Mika Yamamoto,japaneese journalist,Female,Japan,Artist,1967,2012,homicide,45
Q377412,Otto Brower,film director,Male,United States of America,Artist,1895,1946,natural causes,51
Q377450,Adrienne Corri,British actress,Female,United Kingdom,Artist,1930,2016,natural causes,86
Q377461,Valery Legasov,"Soviet nuclear chemist, chief of the commission investigating the Chernobyl disaster",Male,Soviet Union,Researcher,1936,1988,suicide,52
Q377506,Robert M. La Follette Jr.,American politician (1895-1953),Male,United States of America,Politician,1895,1953,suicide,58
Q377602,John William McCormack,American politician from Massachusetts (1891-1980),Male,United States of America,Politician,1891,1980,natural causes,89
Q377673,Aleksandr Markin,Soviet association football player (1949-1996),Male,Soviet Union,Athlete,1949,1996,accident,47
Q377808,Bhagat Singh,Indian revolutionary,Male,British Raj,Fighter,1907,1931,capital punishment,24
Q377874,Stanley Ketchel,American boxer,Male,United States of America,Athlete,1886,1910,homicide,24
Q377903,Sunil Dutt,Hindi film actor,Male,India; British Raj,Artist,1929,2005,natural causes,76
Q377961,George DiCenzo,American actor,Male,United States of America,Artist,1940,2010,natural causes,70
Q378035,Olga Georges-Picot,French actress (1940-1997),Female,France,Artist,1940,1997,suicide,57
